Unnamed: 0.1,Unnamed: 0,customer_id,date,departure_time,trip_type,home_lat,home_lon,office_lat,office_lon,day_of_week,distance_km,arrival_time
85,85,1,2025-05-23,21:07,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867,22:10
86,86,1,2025-05-24,09:35,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867,11:08
87,87,1,2025-05-24,16:06,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867,17:12
88,88,1,2025-05-25,08:56,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867,10:33
89,89,1,2025-05-25,19:29,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867,21:05
90,90,1,2025-05-26,06:55,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867,08:02
91,91,1,2025-05-26,20:34,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867,22:25
92,92,1,2025-05-27,07:54,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867,09:46
93,93,1,2025-05-27,20:31,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867,22:26
94,94,1,2025-05-28,08:29,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867,10:27
95,95,1,2025-05-28,16:49,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867,17:54
96,96,1,2025-05-29,06:10,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867,07:16
97,97,1,2025-05-29,20:59,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867,22:53
98,98,1,2025-05-30,08:44,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867,10:37
99,99,1,2025-05-30,21:24,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867,22:27
100,100,1,2025-05-31,06:17,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867,07:21
101,101,1,2025-05-31,21:55,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867,23:00
102,102,1,2025-06-01,08:12,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867,09:53
103,103,1,2025-06-01,21:09,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867,22:14
104,104,1,2025-06-02,08:29,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867,10:25
105,105,1,2025-06-02,19:26,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867,21:26
106,106,1,2025-06-03,09:39,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867,11:32
107,107,1,2025-06-03,21:56,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867,23:03
108,108,1,2025-06-04,06:51,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867,07:58
109,109,1,2025-06-04,16:41,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867,17:46
110,110,1,2025-06-05,06:52,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867,07:58
111,111,1,2025-06-05,17:08,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867,19:01
112,112,1,2025-06-06,06:08,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867,07:12
113,113,1,2025-06-06,17:20,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867,19:21
114,114,1,2025-06-07,07:29,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867,09:06
115,115,1,2025-06-07,16:29,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867,17:36
116,116,1,2025-06-08,08:14,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867,09:47
117,117,1,2025-06-08,21:31,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867,22:33
118,118,1,2025-06-09,08:53,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867,10:55
119,119,1,2025-06-09,21:51,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867,22:56
120,120,1,2025-06-10,08:08,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867,10:05
121,121,1,2025-06-10,19:41,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867,21:40
122,122,1,2025-06-11,08:38,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867,10:29
123,123,1,2025-06-11,19:07,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867,21:04
124,124,1,2025-06-12,07:12,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867,09:11
125,125,1,2025-06-12,21:52,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867,22:53
126,126,1,2025-06-13,07:42,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867,09:41
127,127,1,2025-06-13,17:41,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867,19:43
128,128,1,2025-06-14,08:18,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867,09:56
129,129,1,2025-06-14,17:15,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867,18:47
130,130,1,2025-06-15,09:31,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867,11:12
131,131,1,2025-06-15,20:03,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867,21:42
132,132,1,2025-06-16,06:34,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867,07:35
133,133,1,2025-06-16,21:20,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867,22:26
134,134,1,2025-06-17,07:08,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867,09:06
135,135,1,2025-06-17,21:38,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867,22:45
136,136,1,2025-06-18,09:48,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867,11:44
137,137,1,2025-06-18,19:53,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867,21:54
138,138,1,2025-06-19,08:21,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867,10:20
139,139,1,2025-06-19,17:30,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867,19:21
140,140,1,2025-06-20,08:31,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867,10:32
141,141,1,2025-06-20,21:43,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867,22:48
142,142,1,2025-06-21,09:53,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867,11:28
143,143,1,2025-06-21,18:50,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867,20:25
144,144,1,2025-06-22,07:57,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867,09:36
145,145,1,2025-06-22,17:58,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867,19:35
146,146,1,2025-06-23,06:28,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867,07:35
147,147,1,2025-06-23,20:06,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867,21:59
148,148,1,2025-06-24,07:22,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867,09:23
149,149,1,2025-06-24,20:29,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867,22:24
150,150,1,2025-06-25,06:52,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867,07:56
151,151,1,2025-06-25,21:31,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867,22:35
152,152,1,2025-06-26,06:02,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867,07:04
153,153,1,2025-06-26,21:29,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867,22:34
154,154,1,2025-06-27,08:23,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867,10:14
155,155,1,2025-06-27,19:00,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867,20:59
156,156,1,2025-06-28,09:58,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867,11:37
157,157,1,2025-06-28,18:41,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867,20:19
158,158,1,2025-06-29,09:29,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867,11:05
159,159,1,2025-06-29,17:58,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867,19:31
160,160,1,2025-06-30,09:54,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867,11:53
161,161,1,2025-06-30,20:53,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867,22:53
162,162,1,2025-07-01,09:12,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867,11:14
163,163,1,2025-07-01,18:41,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867,20:43
164,164,1,2025-07-02,08:21,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867,10:22
165,165,1,2025-07-02,17:34,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867,19:31
166,166,1,2025-07-03,06:45,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867,07:52
167,167,1,2025-07-03,17:39,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867,19:37
168,168,1,2025-07-04,06:12,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867,07:17
169,169,1,2025-07-04,21:16,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867,22:21
170,170,1,2025-07-05,08:13,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867,09:48
171,171,1,2025-07-05,16:54,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867,17:56
172,172,1,2025-07-06,06:51,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867,07:56
173,173,1,2025-07-06,21:24,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867,22:26
174,174,1,2025-07-07,06:17,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867,07:22
175,175,1,2025-07-07,18:33,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867,20:31
176,176,1,2025-07-08,07:44,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867,09:36
177,177,1,2025-07-08,16:17,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867,17:20
178,178,1,2025-07-09,07:52,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867,09:51
179,179,1,2025-07-09,17:55,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867,19:48
180,180,2,2025-04-11,08:56,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,4,25.2954,12:36
181,181,2,2025-04-11,20:16,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,4,25.2954,23:52
182,182,2,2025-04-12,07:01,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,5,25.2954,10:01
183,183,2,2025-04-12,16:23,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,5,25.2954,18:30
184,184,2,2025-04-13,06:28,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,6,25.2954,08:29
185,185,2,2025-04-13,17:44,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,6,25.2954,20:54
186,186,2,2025-04-14,09:40,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,0,25.2954,13:18
187,187,2,2025-04-14,21:56,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,0,25.2954,00:06
188,188,2,2025-04-15,09:59,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,1,25.2954,13:50
189,189,2,2025-04-15,20:38,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,1,25.2954,00:30
190,190,2,2025-04-16,08:17,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,2,25.2954,12:02
191,191,2,2025-04-16,20:44,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,2,25.2954,00:24
192,192,2,2025-04-17,06:57,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,3,25.2954,08:59
193,193,2,2025-04-17,18:44,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,3,25.2954,22:35
194,194,2,2025-04-18,06:58,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,4,25.2954,09:05
195,195,2,2025-04-18,19:26,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,4,25.2954,23:21
196,196,2,2025-04-19,06:31,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,5,25.2954,08:42
197,197,2,2025-04-19,16:20,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,5,25.2954,18:22
198,198,2,2025-04-20,06:20,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,6,25.2954,08:20
199,199,2,2025-04-20,21:49,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,6,25.2954,23:55
200,200,2,2025-04-21,09:53,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,0,25.2954,13:42
201,201,2,2025-04-21,21:21,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,0,25.2954,23:30
202,202,2,2025-04-22,06:04,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,1,25.2954,08:16
203,203,2,2025-04-22,20:40,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,1,25.2954,00:31
204,204,2,2025-04-23,06:56,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,2,25.2954,09:05
205,205,2,2025-04-23,20:51,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,2,25.2954,00:28
206,206,2,2025-04-24,06:13,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,3,25.2954,08:16
207,207,2,2025-04-24,19:01,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,3,25.2954,22:57
208,208,2,2025-04-25,07:05,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,4,25.2954,10:43
