,Unnamed: 0,customer_id,date,departure_time,trip_type,home_lat,home_lon,office_lat,office_lon,day_of_week,distance_km
46,46,1,2025-05-04,07:27,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867
47,47,1,2025-05-04,20:47,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867
48,48,1,2025-05-05,08:48,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867
49,49,1,2025-05-05,20:00,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867
50,50,1,2025-05-06,06:51,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867
51,51,1,2025-05-06,21:38,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867
52,52,1,2025-05-07,09:16,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867
53,53,1,2025-05-07,21:38,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867
54,54,1,2025-05-08,09:31,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867
55,55,1,2025-05-08,17:38,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867
56,56,1,2025-05-09,07:41,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867
57,57,1,2025-05-09,17:42,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867
58,58,1,2025-05-10,07:02,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867
59,59,1,2025-05-10,16:36,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867
60,60,1,2025-05-11,08:31,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867
61,61,1,2025-05-11,21:06,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867
62,62,1,2025-05-12,08:34,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867
63,63,1,2025-05-12,17:51,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867
64,64,1,2025-05-13,09:01,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867
65,65,1,2025-05-13,18:24,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867
66,66,1,2025-05-14,07:21,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867
67,67,1,2025-05-14,16:38,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867
68,68,1,2025-05-15,08:02,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867
69,69,1,2025-05-15,18:04,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867
70,70,1,2025-05-16,09:33,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867
71,71,1,2025-05-16,16:35,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867
72,72,1,2025-05-17,06:19,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867
73,73,1,2025-05-17,18:15,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867
74,74,1,2025-05-18,06:01,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867
75,75,1,2025-05-18,19:11,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867
76,76,1,2025-05-19,07:39,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867
77,77,1,2025-05-19,16:17,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867
78,78,1,2025-05-20,08:18,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867
79,79,1,2025-05-20,20:25,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867
80,80,1,2025-05-21,06:40,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867
81,81,1,2025-05-21,20:16,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867
82,82,1,2025-05-22,09:30,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867
83,83,1,2025-05-22,17:37,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867
84,84,1,2025-05-23,09:23,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867
85,85,1,2025-05-23,21:07,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867
86,86,1,2025-05-24,09:35,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867
87,87,1,2025-05-24,16:06,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867
88,88,1,2025-05-25,08:56,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867
89,89,1,2025-05-25,19:29,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867
90,90,1,2025-05-26,06:55,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867
91,91,1,2025-05-26,20:34,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867
92,92,1,2025-05-27,07:54,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867
93,93,1,2025-05-27,20:31,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867
94,94,1,2025-05-28,08:29,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867
95,95,1,2025-05-28,16:49,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867
96,96,1,2025-05-29,06:10,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867
97,97,1,2025-05-29,20:59,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867
98,98,1,2025-05-30,08:44,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867
99,99,1,2025-05-30,21:24,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867
100,100,1,2025-05-31,06:17,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867
101,101,1,2025-05-31,21:55,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867
102,102,1,2025-06-01,08:12,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867
103,103,1,2025-06-01,21:09,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867
104,104,1,2025-06-02,08:29,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867
105,105,1,2025-06-02,19:26,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867
106,106,1,2025-06-03,09:39,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867
107,107,1,2025-06-03,21:56,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867
108,108,1,2025-06-04,06:51,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867
109,109,1,2025-06-04,16:41,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867
110,110,1,2025-06-05,06:52,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867
111,111,1,2025-06-05,17:08,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867
112,112,1,2025-06-06,06:08,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867
113,113,1,2025-06-06,17:20,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867
114,114,1,2025-06-07,07:29,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867
115,115,1,2025-06-07,16:29,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867
116,116,1,2025-06-08,08:14,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867
117,117,1,2025-06-08,21:31,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867
118,118,1,2025-06-09,08:53,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867
119,119,1,2025-06-09,21:51,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867
120,120,1,2025-06-10,08:08,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867
121,121,1,2025-06-10,19:41,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867
122,122,1,2025-06-11,08:38,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867
123,123,1,2025-06-11,19:07,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867
124,124,1,2025-06-12,07:12,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867
125,125,1,2025-06-12,21:52,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867
126,126,1,2025-06-13,07:42,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867
127,127,1,2025-06-13,17:41,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867
128,128,1,2025-06-14,08:18,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867
129,129,1,2025-06-14,17:15,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867
130,130,1,2025-06-15,09:31,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867
131,131,1,2025-06-15,20:03,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867
132,132,1,2025-06-16,06:34,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867
133,133,1,2025-06-16,21:20,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867
134,134,1,2025-06-17,07:08,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867
135,135,1,2025-06-17,21:38,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867
136,136,1,2025-06-18,09:48,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867
137,137,1,2025-06-18,19:53,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867
138,138,1,2025-06-19,08:21,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867
139,139,1,2025-06-19,17:30,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867
140,140,1,2025-06-20,08:31,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867
141,141,1,2025-06-20,21:43,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867
142,142,1,2025-06-21,09:53,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867
143,143,1,2025-06-21,18:50,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867
144,144,1,2025-06-22,07:57,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867
145,145,1,2025-06-22,17:58,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867
146,146,1,2025-06-23,06:28,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867
147,147,1,2025-06-23,20:06,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867
148,148,1,2025-06-24,07:22,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867
149,149,1,2025-06-24,20:29,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867
150,150,1,2025-06-25,06:52,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867
151,151,1,2025-06-25,21:31,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867
152,152,1,2025-06-26,06:02,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867
153,153,1,2025-06-26,21:29,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867
154,154,1,2025-06-27,08:23,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867
155,155,1,2025-06-27,19:00,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867
156,156,1,2025-06-28,09:58,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867
157,157,1,2025-06-28,18:41,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867
158,158,1,2025-06-29,09:29,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867
159,159,1,2025-06-29,17:58,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867
160,160,1,2025-06-30,09:54,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867
161,161,1,2025-06-30,20:53,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867
162,162,1,2025-07-01,09:12,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867
163,163,1,2025-07-01,18:41,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867
164,164,1,2025-07-02,08:21,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867
165,165,1,2025-07-02,17:34,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867
166,166,1,2025-07-03,06:45,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,3,12.9867
167,167,1,2025-07-03,17:39,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,3,12.9867
168,168,1,2025-07-04,06:12,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,4,12.9867
169,169,1,2025-07-04,21:16,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,4,12.9867
170,170,1,2025-07-05,08:13,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,5,12.9867
171,171,1,2025-07-05,16:54,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,5,12.9867
172,172,1,2025-07-06,06:51,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,6,12.9867
173,173,1,2025-07-06,21:24,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,6,12.9867
174,174,1,2025-07-07,06:17,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,0,12.9867
175,175,1,2025-07-07,18:33,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,0,12.9867
176,176,1,2025-07-08,07:44,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,1,12.9867
177,177,1,2025-07-08,16:17,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,1,12.9867
178,178,1,2025-07-09,07:52,home_to_office,12.891368194423316,77.70529858888877,12.947753352320778,77.64837752652811,2,12.9867
179,179,1,2025-07-09,17:55,office_to_home,12.947753352320778,77.64837752652811,12.891368194423316,77.70529858888877,2,12.9867
180,180,2,2025-04-11,08:56,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,4,25.2954
181,181,2,2025-04-11,20:16,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,4,25.2954
182,182,2,2025-04-12,07:01,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,5,25.2954
183,183,2,2025-04-12,16:23,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,5,25.2954
184,184,2,2025-04-13,06:28,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,6,25.2954
185,185,2,2025-04-13,17:44,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,6,25.2954
186,186,2,2025-04-14,09:40,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,0,25.2954
187,187,2,2025-04-14,21:56,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,0,25.2954
188,188,2,2025-04-15,09:59,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,1,25.2954
189,189,2,2025-04-15,20:38,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,1,25.2954
190,190,2,2025-04-16,08:17,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,2,25.2954
191,191,2,2025-04-16,20:44,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,2,25.2954
192,192,2,2025-04-17,06:57,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,3,25.2954
193,193,2,2025-04-17,18:44,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,3,25.2954
194,194,2,2025-04-18,06:58,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,4,25.2954
195,195,2,2025-04-18,19:26,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,4,25.2954
196,196,2,2025-04-19,06:31,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,5,25.2954
197,197,2,2025-04-19,16:20,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,5,25.2954
198,198,2,2025-04-20,06:20,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,6,25.2954
199,199,2,2025-04-20,21:49,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,6,25.2954
200,200,2,2025-04-21,09:53,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,0,25.2954
201,201,2,2025-04-21,21:21,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,0,25.2954
202,202,2,2025-04-22,06:04,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,1,25.2954
203,203,2,2025-04-22,20:40,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,1,25.2954
204,204,2,2025-04-23,06:56,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,2,25.2954
205,205,2,2025-04-23,20:51,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,2,25.2954
206,206,2,2025-04-24,06:13,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,3,25.2954
207,207,2,2025-04-24,19:01,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,3,25.2954
208,208,2,2025-04-25,07:05,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,4,25.2954
209,209,2,2025-04-25,20:37,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,4,25.2954
210,210,2,2025-04-26,08:32,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,5,25.2954
211,211,2,2025-04-26,20:57,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,5,25.2954
212,212,2,2025-04-27,08:07,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,6,25.2954
213,213,2,2025-04-27,18:16,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,6,25.2954
214,214,2,2025-04-28,09:50,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,0,25.2954
215,215,2,2025-04-28,20:48,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,0,25.2954
216,216,2,2025-04-29,09:56,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,1,25.2954
217,217,2,2025-04-29,19:53,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,1,25.2954
218,218,2,2025-04-30,06:34,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,2,25.2954
219,219,2,2025-04-30,16:31,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,2,25.2954
220,220,2,2025-05-01,07:56,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,3,25.2954
221,221,2,2025-05-01,18:54,office_to_home,13.014857757165023,77.59206723372974,12.83178595550021,77.5484229506337,3,25.2954
222,222,2,2025-05-02,06:39,home_to_office,12.83178595550021,77.5484229506337,13.014857757165023,77.59206723372974,4,25.2954
